,location,total_sqft,bath,price,bhk
2723,Electronics City Phase 1,1900.0,3.0,85.0,3.0
2724,Electronics City Phase 1,1305.0,2.0,67.0,2.0
2725,Electronics City Phase 1,755.0,1.0,30.12,1.0
2726,Electronics City Phase 1,1175.0,2.0,60.0,2.0
2727,Electronics City Phase 1,1700.0,3.0,111.0,3.0
2728,Frazer Town,1625.0,2.0,75.0,2.0
2729,Frazer Town,1700.0,3.0,180.0,3.0
2732,Frazer Town,1870.0,3.0,185.0,3.0
2733,Frazer Town,1750.0,3.0,150.0,3.0
2735,Frazer Town,2000.0,3.0,200.0,3.0
2736,Frazer Town,3500.0,4.0,330.0,3.0
2737,Frazer Town,2350.0,4.0,285.0,3.0
2738,Frazer Town,1550.0,2.0,140.0,2.0
2740,Frazer Town,2560.0,3.0,265.0,3.0
2741,Frazer Town,2400.0,3.0,260.0,3.0
2742,Frazer Town,2560.0,3.0,288.0,3.0
2743,Frazer Town,3436.0,5.0,341.0,4.0
2745,Frazer Town,1315.0,2.0,140.0,2.0
2746,Frazer Town,1706.0,3.0,154.0,3.0
2747,Frazer Town,2079.0,3.0,220.0,3.0
2748,Frazer Town,3435.0,2.0,341.0,4.0
2749,Frazer Town,3436.0,5.0,345.0,4.0
2750,Frazer Town,560.0,1.0,90.0,1.0
2751,Frazer Town,3100.0,3.0,400.0,3.0
2753,Frazer Town,1180.0,2.0,105.0,2.0
2754,Frazer Town,2900.0,4.0,325.0,4.0
2755,Frazer Town,1200.0,2.0,78.0,2.0
2756,Frazer Town,2214.0,3.0,350.0,3.0
2757,Frazer Town,1870.0,3.0,180.0,3.0
2758,Frazer Town,4100.0,4.0,660.0,4.0
2759,Frazer Town,896.0,1.0,100.0,1.0
2760,Frazer Town,1420.0,2.0,120.0,2.0
2761,GM Palaya,1820.0,2.0,86.0,3.0
2762,GM Palaya,1000.0,2.0,36.0,2.0
2763,GM Palaya,1225.0,2.0,47.0,2.0
2764,GM Palaya,1140.0,2.0,48.95,2.0
2765,GM Palaya,1315.0,2.0,65.0,3.0
2766,GM Palaya,1030.0,2.0,60.0,2.0
2767,GM Palaya,1000.0,2.0,35.0,2.0
2768,GM Palaya,1315.0,3.0,65.0,3.0
2769,GM Palaya,1315.0,3.0,64.0,3.0
2770,GM Palaya,1735.0,3.0,70.0,3.0
2771,GM Palaya,1643.0,2.0,70.0,3.0
2772,GM Palaya,675.0,1.0,35.0,1.0
2773,Garudachar Palya,1325.0,2.0,60.8,3.0
2774,Garudachar Palya,1060.0,2.0,48.7,2.0
2775,Garudachar Palya,1150.0,2.0,52.75,2.0
2776,Garudachar Palya,1295.0,2.0,59.5,3.0
2777,Garudachar Palya,1320.0,2.0,60.6,3.0
2778,Garudachar Palya,1295.0,2.0,59.5,3.0
2779,Garudachar Palya,1150.0,2.0,52.8,2.0
2780,Garudachar Palya,1150.0,2.0,52.8,2.0
2781,Garudachar Palya,1060.0,2.0,48.5,2.0
2782,Garudachar Palya,1150.0,2.0,52.5,2.0
2783,Garudachar Palya,1325.0,2.0,60.8,3.0
2784,Garudachar Palya,1060.0,2.0,48.66,2.0
2785,Garudachar Palya,1150.0,2.0,52.0,2.0
2786,Garudachar Palya,1610.0,2.0,119.0,3.0
2787,Garudachar Palya,1154.0,2.0,51.8,2.0
2789,Giri Nagar,2400.0,4.0,400.0,4.0
2790,Giri Nagar,1800.0,3.0,252.0,3.0
2791,Giri Nagar,650.0,2.0,42.0,2.0
2792,Giri Nagar,4500.0,5.0,250.0,7.0
2793,Giri Nagar,1350.0,3.0,240.0,3.0
2794,Giri Nagar,2400.0,4.0,400.0,4.0
2795,Giri Nagar,3000.0,4.0,375.0,6.0
2796,Giri Nagar,2400.0,6.0,400.0,6.0
2797,Giri Nagar,4000.0,3.0,750.0,4.0
2798,Giri Nagar,600.0,1.0,125.0,1.0
2799,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2800,Gollarapalya Hosahalli,1408.0,3.0,62.0,3.0
2801,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2803,Gollarapalya Hosahalli,861.0,2.0,36.5,2.0
2804,Gollarapalya Hosahalli,1320.0,3.0,60.0,3.0
2805,Gollarapalya Hosahalli,1345.0,3.0,60.0,3.0
2806,Gollarapalya Hosahalli,996.0,2.0,49.0,2.0
2807,Gollarapalya Hosahalli,1905.0,3.0,86.0,4.0
2808,Gollarapalya Hosahalli,996.0,2.0,36.5,2.0
2809,Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0
2810,Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0
2811,Gottigere,1100.0,2.0,40.0,2.0
2812,Gottigere,967.0,2.0,45.0,2.0
2813,Gottigere,891.0,2.0,25.0,2.0
2814,Gottigere,1618.0,3.0,82.5,3.0
2815,Gottigere,1222.0,2.0,63.0,2.0
2817,Gottigere,1300.0,3.0,65.0,3.0
2818,Gottigere,950.0,2.0,38.0,2.0
2819,Gottigere,1153.0,2.0,48.5,2.0
2820,Gottigere,812.0,1.0,26.0,1.0
2822,Gottigere,1460.0,2.0,65.0,3.0
2823,Gottigere,1500.0,3.0,70.0,3.0
2824,Gottigere,1621.0,3.0,72.0,3.0
2825,Gottigere,1304.0,3.0,80.0,3.0
2826,Gottigere,812.0,1.0,26.0,1.0
2827,Gottigere,990.0,2.0,40.0,2.0
2828,Gottigere,1235.0,2.0,63.0,2.0
2829,Gottigere,1385.0,3.0,64.0,3.0
2830,Gottigere,1000.0,2.0,35.0,2.0
2831,Gottigere,1075.0,2.0,30.0,2.0
2832,Gottigere,1010.0,2.0,35.0,2.0
2834,Gottigere,1410.0,2.0,45.0,2.0
2836,Gottigere,1435.0,2.0,62.0,3.0
2837,Gottigere,945.0,2.0,45.0,2.0
2838,Gottigere,1500.0,4.0,100.0,5.0
2840,Gottigere,2500.0,3.0,120.0,4.0
2841,Gottigere,1230.0,2.0,52.0,3.0
2842,Gottigere,1120.0,2.0,50.0,2.0
2843,Gottigere,1500.0,3.0,63.0,3.0
2844,Gottigere,1200.0,2.0,40.0,2.0
2845,Gottigere,1280.0,2.0,61.0,2.0
2846,Gottigere,1205.0,2.0,56.58,2.0
2847,Gottigere,1170.0,2.0,40.0,2.0
2848,Gottigere,1100.0,2.0,28.0,2.0
2850,Gottigere,1613.0,3.0,72.0,3.0
2851,Gottigere,1493.0,2.0,90.0,3.0
2852,Gottigere,1110.0,2.0,36.25,2.0
2853,Gottigere,1245.0,2.0,59.0,2.0
2854,Gottigere,1200.0,2.0,50.0,2.0
2855,Green Glen Layout,1575.0,3.0,125.0,3.0
2856,Green Glen Layout,1670.0,3.0,120.0,3.0
2857,Green Glen Layout,3250.0,4.0,230.0,4.0
2858,Green Glen Layout,1776.42,3.0,105.0,3.0
2859,Green Glen Layout,3250.0,4.0,230.0,4.0
2860,Green Glen Layout,940.0,2.0,56.8,2.0
2861,Green Glen Layout,1050.0,2.0,48.0,2.0
2862,Green Glen Layout,1725.0,3.0,130.0,3.0
2863,Green Glen Layout,1075.0,2.0,60.0,2.0
2864,Green Glen Layout,1485.0,3.0,115.0,3.0
2865,Green Glen Layout,1715.0,3.0,115.0,3.0
2866,Green Glen Layout,1751.0,2.0,115.0,3.0
2867,Green Glen Layout,1750.0,3.0,130.0,3.0
2868,Green Glen Layout,1530.0,3.0,105.0,3.0
2869,Green Glen Layout,1752.0,3.0,105.0,3.0
2870,Green Glen Layout,1680.0,4.0,95.0,3.0
2871,Green Glen Layout,2000.0,3.0,165.0,3.0
2872,Green Glen Layout,1970.0,3.0,160.0,3.0
2873,Green Glen Layout,1728.0,3.0,125.0,3.0
2874,Green Glen Layout,1645.0,3.0,110.0,3.0
2875,Green Glen Layout,1517.0,3.0,100.0,3.0
2876,Green Glen Layout,3150.0,4.0,218.0,4.0
2878,Green Glen Layout,1750.0,3.0,120.0,3.0
2879,Green Glen Layout,1740.0,3.0,80.0,3.0
2880,Green Glen Layout,1750.0,3.0,81.0,3.0
2881,Green Glen Layout,1751.0,3.0,115.0,3.0
2882,Green Glen Layout,1750.0,3.0,105.0,3.0
2883,Green Glen Layout,1885.0,3.0,135.0,3.0
2884,Green Glen Layout,1715.0,3.0,120.0,3.0
2885,Green Glen Layout,1623.29,2.0,105.0,3.0
2886,Green Glen Layout,1715.0,3.0,115.0,3.0
2887,Green Glen Layout,1715.0,3.0,105.0,3.0
2888,Green Glen Layout,1600.0,3.0,105.0,3.0
2889,Green Glen Layout,1717.0,3.0,125.0,3.0
2890,Green Glen Layout,1250.0,2.0,75.0,2.0
2891,Green Glen Layout,1715.0,3.0,112.0,3.0
2892,Gubbalala,1470.0,2.0,82.0,3.0
2893,Gubbalala,1745.0,3.0,125.0,3.0
2894,Gubbalala,1745.0,3.0,104.0,3.0
2895,Gubbalala,1745.0,3.0,115.0,3.0
2896,Gubbalala,1745.0,3.0,110.0,3.0
2899,Gubbalala,2570.0,4.0,141.0,5.0
2900,Gubbalala,1008.0,2.0,32.25,2.0
2901,Gubbalala,1205.0,2.0,70.0,2.0
2903,Gubbalala,1435.0,2.0,80.0,3.0
2904,Gubbalala,1475.0,2.0,80.0,2.0
2905,Gubbalala,1223.0,2.0,42.81,2.0
2908,Gubbalala,1100.0,2.0,49.5,2.0
2909,Gubbalala,1060.0,2.0,46.0,2.0
2910,Gubbalala,2000.0,3.0,125.0,3.0
2911,Gubbalala,2500.0,6.0,88.0,6.0
2913,Gubbalala,1745.0,3.0,140.0,3.0
2914,Gubbalala,1745.0,3.0,130.0,3.0
2915,Gubbalala,1285.0,2.0,90.0,2.0
2916,Gunjur,1140.0,2.0,43.0,2.0
2917,Gunjur,1356.0,2.0,66.0,3.0
2918,Gunjur,1600.0,3.0,75.0,3.0
2919,Gunjur,2000.0,3.0,95.0,4.0
2920,Gunjur,1140.0,2.0,49.11,2.0
2921,Gunjur,1195.0,2.0,44.0,2.0
2922,Gunjur,1190.0,2.0,40.0,2.0
2923,Gunjur,1457.0,2.0,60.0,2.0
2924,Gunjur,1080.0,2.0,41.0,2.0
2927,Gunjur,1175.0,2.0,43.48,2.0
2928,Gunjur,1362.0,3.0,62.63,3.0
2929,Gunjur,1071.0,2.0,51.0,2.0
2930,Gunjur,1063.0,2.0,40.0,2.0
2931,Gunjur,1235.0,2.0,52.76,2.0
2932,Gunjur,1362.0,3.0,62.63,3.0
2933,Gunjur,1362.0,3.0,62.63,3.0
2934,Gunjur,1588.0,2.0,90.0,3.0
2935,Gunjur,1235.0,2.0,44.5,2.0
2936,Gunjur,1457.0,2.0,60.0,2.0
2937,HAL 2nd Stage,1226.0,3.0,135.0,2.0
2938,HAL 2nd Stage,1490.0,2.0,300.0,3.0
2939,HAL 2nd Stage,2100.0,3.0,252.0,3.0
2940,HAL 2nd Stage,600.0,3.0,145.0,2.0
2941,HAL 2nd Stage,2700.0,3.0,500.0,3.0
2942,HAL 2nd Stage,1600.0,3.0,125.0,3.0
2943,HAL 2nd Stage,2400.0,4.0,650.0,4.0
2944,HAL 2nd Stage,2280.0,4.0,615.0,4.0
2945,HAL 2nd Stage,2040.0,4.0,500.0,5.0
2946,HBR Layout,2800.0,2.0,200.0,3.0
2948,HBR Layout,1200.0,4.0,120.0,4.0
2949,HBR Layout,1200.0,2.0,60.0,2.0
2950,HBR Layout,1004.0,2.0,49.0,2.0
2951,HBR Layout,1783.0,3.0,125.0,3.0
2953,HBR Layout,1089.0,2.0,60.0,2.0
2954,HBR Layout,2400.0,5.0,320.0,4.0
2955,HBR Layout,1700.0,3.0,110.0,3.0
2956,HBR Layout,1198.0,2.0,65.0,2.0
2957,HBR Layout,1200.0,4.0,115.0,4.0
2958,HBR Layout,1800.0,2.0,230.0,3.0
2959,HBR Layout,1068.0,2.0,43.0,2.0
2960,HBR Layout,1200.0,2.0,120.0,2.0
2961,HBR Layout,1832.0,3.0,160.0,3.0
2962,HRBR Layout,2000.0,4.0,300.0,4.0
2963,HRBR Layout,1374.0,2.0,95.0,2.0
2964,HRBR Layout,1440.0,2.0,98.0,2.0
2966,HRBR Layout,2800.0,3.0,250.0,3.0
2967,HRBR Layout,1210.0,2.0,75.0,2.0
2968,HRBR Layout,1200.0,2.0,170.0,4.0
2969,HRBR Layout,1265.0,2.0,78.0,2.0
2970,HRBR Layout,1200.0,3.0,180.0,4.0
2971,HRBR Layout,1170.0,2.0,75.0,2.0
2973,HRBR Layout,1900.0,3.0,90.0,4.0
2974,HRBR Layout,1625.0,3.0,120.0,3.0
2975,HRBR Layout,1301.0,2.0,120.0,2.0
2976,HRBR Layout,1145.0,2.0,68.5,2.0
2977,HRBR Layout,1300.0,2.0,90.0,2.0
2979,HSR Layout,1372.0,2.0,68.0,2.0
2981,HSR Layout,1475.0,3.0,75.0,3.0
2982,HSR Layout,1467.0,2.0,55.0,2.0
2983,HSR Layout,1140.0,2.0,46.0,2.0
2984,HSR Layout,1372.0,2.0,61.0,2.0
2985,HSR Layout,1750.0,3.0,95.0,3.0
2987,HSR Layout,1027.0,2.0,44.0,2.0
2988,HSR Layout,1650.0,3.0,110.0,3.0
2989,HSR Layout,1140.0,2.0,46.0,2.0
2990,HSR Layout,1372.0,2.0,61.0,2.0
2991,HSR Layout,1140.0,2.0,46.0,2.0
2992,HSR Layout,1185.0,2.0,60.0,2.0
2993,HSR Layout,1127.0,2.0,68.0,2.0
2994,HSR Layout,1600.0,2.0,115.0,3.0
2995,HSR Layout,1145.0,2.0,48.0,2.0
2996,HSR Layout,1009.0,2.0,56.0,2.0
2997,HSR Layout,2792.0,4.0,220.0,4.0
2998,HSR Layout,1300.0,2.0,98.0,2.0
3000,HSR Layout,1140.0,2.0,46.0,2.0
3001,HSR Layout,1126.0,2.0,69.0,2.0
3003,HSR Layout,1140.0,2.0,46.0,2.0
3004,HSR Layout,1145.0,2.0,46.0,2.0
3005,HSR Layout,1142.0,2.0,65.0,2.0
3006,HSR Layout,1145.0,2.0,46.0,2.0
3007,HSR Layout,2020.0,3.0,160.0,3.0
3008,HSR Layout,1844.0,3.0,95.0,3.0
3009,HSR Layout,1203.0,2.0,72.0,2.0
3010,HSR Layout,1140.0,2.0,46.0,2.0
3011,HSR Layout,4200.0,5.0,245.0,5.0
3012,HSR Layout,1140.0,2.0,46.0,2.0
3013,HSR Layout,1145.0,2.0,46.0,2.0
3014,HSR Layout,1009.0,2.0,56.0,2.0
3015,HSR Layout,1145.0,2.0,46.0,2.0
3016,HSR Layout,1100.0,2.0,44.0,2.0
3017,HSR Layout,1203.0,2.0,60.0,2.0
3018,HSR Layout,1590.0,2.0,135.0,3.0
3019,HSR Layout,1120.0,2.0,70.0,2.0
3020,HSR Layout,1140.0,2.0,46.0,2.0
3021,HSR Layout,1289.0,2.0,70.0,2.0
3022,HSR Layout,1844.0,3.0,89.0,3.0
3023,HSR Layout,1203.0,2.0,60.0,2.0
3024,HSR Layout,1140.0,2.0,46.0,2.0
3025,Haralur Road,1240.0,2.0,70.0,2.0
3026,Haralur Road,1027.0,2.0,44.0,2.0
3028,Haralur Road,2650.0,4.0,198.0,4.0
3030,Haralur Road,1194.0,2.0,47.0,2.0
3031,Haralur Road,3385.0,5.0,260.0,4.0
3032,Haralur Road,1202.0,2.0,53.0,2.0
3033,Haralur Road,1056.0,2.0,61.0,2.0
3035,Haralur Road,1810.0,3.0,100.0,3.0
3036,Haralur Road,1194.0,2.0,46.0,2.0
3038,Haralur Road,1225.0,2.0,67.38,2.0
3039,Haralur Road,1243.0,2.0,46.0,2.0
3040,Haralur Road,1027.0,2.0,44.0,2.0
3041,Haralur Road,1920.0,3.0,115.0,3.0
3042,Haralur Road,1875.0,3.0,110.0,3.0
3043,Haralur Road,2750.0,4.0,220.0,4.0
3044,Haralur Road,1194.0,2.0,47.0,2.0
3045,Haralur Road,1140.0,2.0,43.0,2.0
3046,Haralur Road,1027.0,2.0,44.0,2.0
3047,Haralur Road,1194.0,2.0,46.0,2.0
3048,Haralur Road,2017.0,3.0,125.0,3.0
3049,Haralur Road,1140.0,2.0,43.0,2.0
3050,Haralur Road,1875.0,3.0,110.0,3.0
3051,Haralur Road,1092.0,2.0,44.0,2.0
3052,Haralur Road,2475.0,4.0,130.0,3.0
3053,Haralur Road,1300.0,2.0,73.0,2.0
3054,Haralur Road,1194.0,2.0,47.0,2.0
3055,Haralur Road,1243.0,2.0,46.0,2.0
3056,Haralur Road,1850.0,3.0,110.0,3.0
3057,Haralur Road,1225.0,2.0,67.38,2.0
3058,Haralur Road,1243.0,2.0,46.0,2.0
3059,Haralur Road,3400.0,5.0,240.0,4.0
3060,Haralur Road,1464.0,2.0,56.0,2.0
3061,Haralur Road,1230.0,2.0,78.0,2.0
3062,Haralur Road,1000.0,2.0,44.0,2.0
3064,Haralur Road,1300.0,2.0,79.0,2.0
3065,Haralur Road,1444.0,2.0,80.0,3.0
3066,Haralur Road,1088.0,2.0,68.0,2.0
3067,Haralur Road,1027.0,2.0,44.0,2.0
3069,Haralur Road,1225.0,2.0,70.0,2.0
3071,Haralur Road,1194.0,2.0,46.0,2.0
3072,Haralur Road,1000.0,2.0,78.0,2.0
3073,Haralur Road,1830.0,3.0,101.0,3.0
3074,Haralur Road,1810.0,3.0,126.0,3.0
3075,Haralur Road,1464.0,2.0,56.0,2.0
3076,Haralur Road,1520.0,2.0,96.0,3.0
3077,Haralur Road,1520.0,2.0,125.0,3.0
3078,Haralur Road,1300.0,2.0,75.0,2.0
3079,Haralur Road,2017.0,2.0,125.0,3.0
3080,Haralur Road,1243.0,2.0,46.0,2.0
3081,Haralur Road,1027.0,2.0,44.0,2.0
3082,Haralur Road,2805.0,5.0,160.0,4.0
3083,Haralur Road,1243.0,2.0,46.0,2.0
3084,Haralur Road,1027.0,2.0,44.0,2.0
3085,Haralur Road,2017.0,3.0,105.0,3.0
3086,Haralur Road,1243.0,2.0,46.0,2.0
3087,Haralur Road,1243.0,2.0,46.0,2.0
3088,Haralur Road,1520.0,2.0,90.0,3.0
3089,Haralur Road,1300.0,2.0,60.0,2.0
3090,Haralur Road,1985.0,3.0,130.0,3.0
3091,Haralur Road,1255.0,2.0,90.0,3.0
3092,Haralur Road,1056.0,2.0,60.0,2.0
3093,Haralur Road,1140.0,2.0,42.0,2.0
3094,Haralur Road,1245.0,2.0,62.0,2.0
3095,Haralur Road,1140.0,2.0,58.0,2.0
3096,Haralur Road,1140.0,2.0,42.0,2.0
3097,Haralur Road,1027.0,2.0,43.0,2.0
3098,Haralur Road,1194.0,2.0,47.0,2.0
3099,Haralur Road,1194.0,2.0,47.0,2.0
3100,Haralur Road,1560.0,3.0,90.0,3.0
3101,Haralur Road,1255.0,3.0,115.0,3.0
3102,Haralur Road,1520.0,2.0,85.0,3.0
3103,Haralur Road,1243.0,2.0,45.0,2.0
3104,Haralur Road,1027.0,2.0,44.0,2.0
3105,Haralur Road,1194.0,2.0,46.0,2.0
3106,Haralur Road,1650.0,3.0,100.0,3.0
3107,Haralur Road,1580.0,3.0,73.0,3.0
3108,Haralur Road,1243.0,2.0,46.0,2.0
3109,Haralur Road,1194.0,2.0,47.0,2.0
3111,Haralur Road,1520.0,2.0,96.0,3.0
3112,Haralur Road,1510.0,3.0,83.05,3.0
3113,Haralur Road,1056.0,2.0,65.0,2.0
3114,Haralur Road,1810.0,3.0,100.0,3.0
3115,Haralur Road,1243.0,2.0,46.0,2.0
3116,Haralur Road,575.0,1.0,38.0,1.0
3117,Haralur Road,1194.0,2.0,46.0,2.0
3118,Haralur Road,1243.0,2.0,46.0,2.0
3119,Haralur Road,1194.0,2.0,46.0,2.0
3120,Haralur Road,1140.0,2.0,43.0,2.0
3121,Haralur Road,1850.0,3.0,120.0,3.0
3122,Haralur Road,1194.0,2.0,47.0,2.0
3123,Haralur Road,1194.0,2.0,47.0,2.0
3124,Haralur Road,560.0,1.0,45.0,1.0
3126,Haralur Road,1243.0,2.0,46.0,2.0
3127,Haralur Road,1710.0,3.0,85.0,3.0
3128,Haralur Road,1730.0,3.0,95.0,3.0
3129,Haralur Road,3700.0,4.0,325.0,4.0
3130,Haralur Road,1243.0,2.0,46.0,2.0
3131,Haralur Road,1243.0,2.0,46.0,2.0
3132,Haralur Road,1243.0,2.0,46.0,2.0
3133,Haralur Road,1817.0,3.0,110.0,3.0
3134,Haralur Road,1225.0,2.0,77.0,2.0
3135,Haralur Road,1285.0,2.0,78.0,2.0
3136,Haralur Road,1225.0,2.0,67.48,2.0
3137,Haralur Road,1225.0,2.0,69.84,2.0
3138,Haralur Road,1200.0,2.0,46.0,2.0
3139,Haralur Road,1315.0,2.0,85.0,2.0
3140,Haralur Road,1976.0,3.0,92.0,3.0
3141,Haralur Road,1300.0,2.0,75.0,2.0
3142,Haralur Road,4694.0,5.0,375.0,4.0
3143,Haralur Road,1309.0,2.0,82.0,2.0
3144,Haralur Road,1027.0,1.0,44.0,2.0
3145,Haralur Road,1243.0,2.0,46.0,2.0
3146,Haralur Road,1243.0,2.0,46.0,2.0
3147,Haralur Road,1140.0,2.0,43.0,2.0
3148,Haralur Road,1300.0,2.0,75.0,2.0
3149,Haralur Road,1243.0,2.0,46.0,2.0
3151,Haralur Road,953.0,2.0,90.0,2.0
3152,Haralur Road,1230.0,2.0,67.65,2.0
3153,Haralur Road,1194.0,2.0,46.0,2.0
3154,Haralur Road,1092.0,2.0,44.0,2.0
3156,Haralur Road,1255.0,3.0,90.0,3.0
3157,Haralur Road,1735.0,3.0,97.0,3.0
3158,Haralur Road,1810.0,3.0,97.83,3.0
3159,Haralur Road,1200.0,2.0,46.0,2.0
3160,Haralur Road,1243.0,2.0,46.0,2.0
3161,Haralur Road,1810.0,3.0,112.0,3.0
3162,Harlur,1508.0,2.0,77.0,2.0
3163,Harlur,1752.12,3.0,135.0,3.0
3166,Harlur,1709.0,3.0,150.0,3.0
3167,Harlur,1174.0,2.0,69.0,2.0
3168,Harlur,1033.0,2.0,49.0,2.0
3169,Harlur,1197.0,2.0,84.0,2.0
3170,Harlur,1310.0,2.0,50.0,2.0
3171,Harlur,1757.0,3.0,132.0,3.0
3172,Harlur,1174.0,2.0,76.0,2.0
3173,Harlur,1754.0,3.0,125.0,3.0
3174,Harlur,1200.0,2.0,49.5,2.0
3175,Harlur,1290.0,2.0,85.0,2.0
3176,Harlur,1752.12,3.0,116.0,3.0
3177,Harlur,1754.0,3.0,135.0,3.0
3178,Harlur,1754.0,3.0,124.0,3.0
3179,Harlur,1152.0,2.0,69.0,2.0
3180,Harlur,1290.0,2.0,87.0,2.0
3181,Harlur,1749.0,3.0,115.0,3.0
3182,Harlur,3385.0,4.0,260.0,4.0
3183,Harlur,2240.0,5.0,155.0,3.0
3184,Harlur,1758.0,3.0,133.0,3.0
3186,Harlur,1197.0,2.0,79.0,2.0
3187,Harlur,1174.0,2.0,78.0,2.0
3190,Harlur,1200.0,2.0,52.0,2.0
3191,Harlur,1197.0,2.0,79.0,2.0
3192,Harlur,1749.0,3.0,112.0,3.0
3193,Harlur,1174.0,2.0,75.0,2.0
3194,Harlur,1750.0,3.0,136.0,3.0
3195,Harlur,1620.0,3.0,110.0,3.0
3198,Harlur,1459.0,3.0,135.0,3.0
3199,Harlur,1762.0,3.0,133.0,3.0
3200,Harlur,1756.0,3.0,131.0,3.0
3201,Harlur,1755.0,3.0,130.0,3.0
3202,Harlur,1864.0,3.0,140.0,3.0
3203,Harlur,1331.0,2.0,88.0,2.0
3204,Harlur,1752.12,3.0,133.0,3.0
3205,Harlur,1133.0,2.0,55.0,2.0
3206,Harlur,1756.0,3.0,128.0,3.0
3207,Harlur,1749.0,3.0,120.0,3.0
3208,Harlur,1197.0,2.0,82.0,2.0
3209,Harlur,1303.0,2.0,90.0,2.0
3210,Harlur,1754.0,3.0,132.0,3.0
3211,Harlur,1532.0,2.0,65.0,2.0
3212,Harlur,1174.0,2.0,75.0,2.0
3213,Harlur,1756.0,3.0,134.0,3.0
3214,Harlur,1197.0,2.0,78.0,2.0
3215,Harlur,1290.0,2.0,89.9,2.0
3216,Harlur,1386.0,2.0,85.0,2.0
3217,Harlur,1174.0,2.0,74.0,2.0
3218,Harlur,1174.0,2.0,78.0,2.0
3220,Harlur,1755.0,3.0,115.0,3.0
3223,Harlur,1532.0,2.0,65.0,2.0
3225,Harlur,1197.0,2.0,77.0,2.0
3226,Harlur,1752.12,3.0,125.0,3.0
3227,Harlur,3425.0,3.0,320.0,3.0
3228,Harlur,2569.0,5.0,180.0,4.0
3229,Harlur,1225.0,2.0,56.0,2.0
3230,Harlur,1197.0,2.0,76.0,2.0
3232,Harlur,1197.0,2.0,75.0,2.0
3233,Harlur,1755.0,3.0,117.0,3.0
3234,Harlur,1197.0,2.0,79.9,2.0
3235,Harlur,936.0,2.0,45.0,2.0
3236,Harlur,2990.0,4.0,225.0,4.0
3237,Harlur,1370.0,2.0,88.0,2.0
3238,Harlur,1935.0,2.0,72.76,2.0
3239,Hebbal,1760.0,2.0,123.0,3.0
3241,Hebbal,1900.0,3.0,119.0,3.0
3242,Hebbal,1349.0,2.0,98.2,2.0
3243,Hebbal,2483.0,5.0,212.0,4.0
3244,Hebbal,1760.0,2.0,130.0,3.0
3245,Hebbal,2400.0,4.0,245.0,3.0
3246,Hebbal,3450.0,5.0,260.0,3.0
3247,Hebbal,1920.0,3.0,134.0,3.0
3248,Hebbal,1500.0,3.0,150.0,3.0
3249,Hebbal,1337.0,2.0,82.0,2.0
3250,Hebbal,1349.0,2.0,98.0,2.0
3251,Hebbal,1000.0,2.0,45.0,2.0
3252,Hebbal,2470.0,5.0,247.0,4.0
3253,Hebbal,1036.0,2.0,50.0,2.0
3254,Hebbal,3900.0,4.0,410.0,4.0
3255,Hebbal,1255.0,2.0,77.68,3.0
3256,Hebbal,1355.0,3.0,83.87,3.0
3257,Hebbal,1790.0,3.0,127.0,3.0
3258,Hebbal,960.995,2.0,42.72,2.0
3260,Hebbal,1985.0,4.0,189.0,3.0
3261,Hebbal,2483.0,5.0,215.0,4.0
3262,Hebbal,1080.0,2.0,54.0,2.0
3263,Hebbal,1100.0,2.0,50.0,2.0
3264,Hebbal,812.0,2.0,55.0,2.0
3266,Hebbal,1075.0,2.0,52.0,2.0
3267,Hebbal,3067.0,4.0,230.0,4.0
3268,Hebbal,1040.0,2.0,50.0,2.0
3269,Hebbal,2526.0,2.0,250.0,3.0
3270,Hebbal,3067.0,4.0,230.0,4.0
3271,Hebbal,1255.0,2.0,77.68,3.0
3272,Hebbal,823.0,2.0,50.63,2.0
3273,Hebbal,1420.0,2.0,123.0,2.0
3274,Hebbal,1069.0,3.0,65.4,3.0
3275,Hebbal,3067.0,4.0,310.0,4.0
3276,Hebbal,1040.0,2.0,46.0,2.0
3277,Hebbal,1420.0,2.0,99.39,2.0
3278,Hebbal,4235.0,4.0,365.0,4.0
3279,Hebbal,1100.0,2.0,47.0,2.0
3280,Hebbal,1700.0,3.0,124.0,3.0
3281,Hebbal,4772.0,6.0,510.0,4.0
3282,Hebbal,3960.0,5.0,386.0,4.0
3284,Hebbal,1053.0,2.0,48.0,2.0
3285,Hebbal,1420.0,2.0,99.39,2.0
3286,Hebbal,1355.0,3.0,83.87,3.0
3287,Hebbal,1440.0,2.0,115.0,2.0
3288,Hebbal,1100.0,2.0,54.0,2.0
3289,Hebbal,1355.0,3.0,83.87,3.0
3290,Hebbal,3500.0,3.0,395.0,3.0
3292,Hebbal,2400.0,4.0,180.0,3.0
3293,Hebbal,1255.0,2.0,77.68,3.0
3294,Hebbal,1420.0,2.0,107.0,2.0
3295,Hebbal,1320.0,2.0,92.0,2.0
3296,Hebbal,919.0,2.0,49.0,2.0
3297,Hebbal,1645.0,3.0,135.0,3.0
3298,Hebbal,2080.0,3.0,175.0,3.0
3299,Hebbal,1355.0,3.0,83.87,3.0
3300,Hebbal,3895.0,4.0,405.0,4.0
